name,age,street,city,state,zip,lng,lat
Julie Webb MD,78,99890 Norma Drive Apt. 831,Port Craigborough,Utah,85647,-132.191068,-67.1086595
Dean Brown,68,9864 Wong Squares Apt. 108,North Alexa,New Mexico,51218,72.706298,73.3226365
John Schmitt,66,4148 Rachel Track Suite 274,Jimshire,Indiana,33594,97.045995,51.7921185
Rebecca Wilkerson,69,9162 Jason Street Apt. 811,East Gerald,Florida,57019,-137.554740,67.769575
Joseph Mcgee II,26,8852 Hoffman Crossing Apt. 740,Tiffanystad,Hawaii,81370,-92.338018,64.8055025
Jose Hodges,30,38121 Lopez Rapid,West Danielmouth,Wisconsin,09339,78.120466,47.5399945
Jessica Hart,47,7305 Ann River Suite 639,Port Angela,California,17981,-55.130521,54.2911395
Christopher Davis,61,539 Jennifer Tunnel Suite 835,East Andrewside,Colorado,53252,-74.080466,73.9753565
Gregory Henderson,46,023 Randall Heights,Keithville,New Jersey,22167,-40.427787,-68.899385
Samuel Lane,73,4150 Michelle Lakes,Tinaburgh,Nevada,64681,56.326810,49.334790
Robin Brown,38,8102 Kennedy Way Apt. 553,North Daniel,Montana,03835,-98.609859,-67.6653655
Nicole Bernard,72,5320 Mills Light Suite 899,Jacksontown,Colorado,74023,124.907674,83.851826
Jamie Ingram,61,75881 Mark Cove,New Sharon,West Virginia,26773,-49.214482,-75.1107555
Susan Wilcox,73,196 Ochoa Islands Suite 691,Kimberlybury,Rhode Island,34396,5.792688,34.050532
Dorothy English,76,91277 Richards Throughway,Loganport,Maine,36799,132.823541,-55.514365
Steven Li,68,622 Brad Harbor,North Joannachester,Vermont,42195,6.242587,-82.0696885
Jessica Brandt,39,074 Weber Square Suite 711,West Elizabethville,Delaware,69534,26.056673,-23.929267
Heather Welch,66,238 David Trafficway,Clarktown,Florida,55313,152.110917,-9.830354
James Douglas,28,46328 Vanessa Pine,Chaseview,Florida,02068,-175.635540,36.4242245
Ray Archer,37,5857 Chase Springs,Bullockport,California,39999,-125.707454,88.5548745
Kaitlin Jennings,79,824 Brian Unions,Kevinland,Alaska,95121,-153.544044,38.5324195
Lee Fletcher,18,530 Michael Mills,Harveybury,Nebraska,38789,124.558742,38.4776125
William Torres,44,681 Javier View Suite 176,Coleberg,Tennessee,30752,-178.356037,4.826350
Russell Johnson,30,544 Martin Throughway Suite 765,Lake Kevinshire,Kentucky,80912,81.305596,8.119693
Michael Powell,73,87492 Guerrero Drive,South Gwendolyn,Washington,26534,149.919174,-53.544437
Bethany Jennings,39,526 Mora Square,West Katherine,Wyoming,09664,-87.751964,86.651280
Phillip Hayes,50,878 Alexander Skyway Apt. 168,Lake Stacyborough,Arkansas,92765,8.610954,31.359474
Michelle Walker,56,643 Sandra Fort Apt. 846,Ashleybury,Rhode Island,93831,-140.887934,21.9512965
Alex Marquez,40,963 Short Curve,South Alvinburgh,Minnesota,79338,109.957246,86.593251
Tara Mitchell,50,00382 Campbell Mall Suite 961,Martinezside,Texas,23904,0.315750,-87.5523135
Erica Alexander,59,1630 Villanueva Skyway Suite 332,Weberton,Maryland,78947,-20.644885,3.023006
Annette Foster,59,2646 Susan Gardens,Lake Hayley,Alabama,07169,11.797889,67.178035
Jennifer Carrillo,19,9472 Brittany Groves Suite 891,Port Cindyville,Arkansas,90766,120.867537,-53.3238675
Omar Gonzalez,38,62094 Herman Canyon,Newtonstad,Oklahoma,89395,36.029388,67.6575385
Anthony Wood,60,2763 Taylor Points,Stevenhaven,Oregon,50670,-20.060870,21.447484
Alyssa Evans,61,90624 Curry Alley,Saramouth,South Dakota,42337,126.730214,-3.243087
Chase Logan,76,2130 Kane Rest Apt. 931,Munoztown,Kansas,94049,-161.692195,62.8968275
Deborah Davis,26,7202 Cox Road Apt. 802,Port Allison,California,97236,-175.273566,-27.802605
Sarah Daniels,63,04542 Marcus Junction Suite 694,Micheleshire,Arizona,91734,85.064734,-0.1265835
Miss Sara Perry,30,8320 Jennifer Bypass Apt. 334,West Haleyfurt,New Jersey,94579,9.644526,-79.177004
John Jones,27,33892 William Stream Apt. 645,South Joseville,Minnesota,61686,-139.996222,35.947465
Christine Meyer,19,016 Chen Islands Apt. 861,Lake Jake,Washington,92575,33.592639,-71.910038
Paul Lee,26,52399 Robertson Views Suite 263,East Alexandra,South Carolina,79235,-63.113641,-31.8117645
Sandra Silva,62,5143 Dana Island Suite 017,East Joshuachester,Tennessee,54214,-161.458043,23.965057
Lauren Aguilar MD,45,280 Chase Forge Suite 132,West Christopher,Connecticut,70774,52.748151,-73.2711595
Kevin Guzman,49,354 Clark Spurs,Lake Cynthia,Nebraska,65061,95.164712,-26.225032
Paul Brown,58,1742 Gutierrez Shores,Sherrytown,Alaska,68593,37.698130,32.3058265
Carlos Leach,58,31995 Ryan Avenue Suite 519,New Jason,Delaware,85400,-36.929860,-6.269813
Carl Young,21,275 Alicia Plain Apt. 083,Frankmouth,Indiana,38601,-88.207997,-46.5886525
Cassie Hartman,58,3748 Rodriguez Brooks Suite 689,New Bruceland,Michigan,74839,3.785382,-22.541988
John Bailey,22,78406 Randall Throughway,Ortegaborough,North Carolina,18730,-57.694301,11.1874405
Brenda Cox,25,381 Henderson Road Apt. 527,South Denisehaven,Nevada,72792,-173.163564,-37.4915815
Shannon Watson,66,186 Harry Drive Suite 987,Justinmouth,South Carolina,77461,-168.131559,-39.5059395
Linda Lee,52,73303 Johnson Trail Suite 538,Cheryltown,New York,80199,126.162372,22.3602795
Crystal Kelly,62,604 Hester Hills,Williamstown,Minnesota,90651,16.526944,-10.694053
Kenneth Williams,40,002 Tammy Orchard,Mccoyberg,Kentucky,33837,-173.755530,80.024262
Doris Jackson,75,34391 Susan Drive,Port Rachel,Florida,74474,-9.574075,70.3497425
Deanna Lloyd,50,1129 Michael Turnpike Suite 025,Susanview,Montana,31308,68.645148,-76.4004865
Samantha Shaw,20,50638 Jennifer Dale,Gonzalezview,Virginia,21338,-160.945146,75.675670
Linda Brown,61,25198 Robbins Loaf,West Bryan,Minnesota,98069,0.581788,11.872860
Laura Morrison,61,805 Michael Common,Smithfurt,North Carolina,01614,25.914929,-54.441729
Jeffrey Chapman,79,72619 Hill Radial Suite 651,Danielburgh,Montana,03150,-169.199326,-50.308862
Paul Wallace,69,919 Ray Viaduct,Carlosland,Mississippi,84489,-2.365289,-30.9360185
Heidi Burgess,38,563 Griffin Extensions Apt. 602,Robertport,Kansas,35307,-23.674246,54.3777385
Jessica Schwartz,42,849 Sarah Manor,New Jose,North Dakota,71770,-64.863362,38.8041935
Anita Porter,28,369 Garcia Points,New Karen,Florida,13391,-153.026838,-51.1077975
Amber Robles,51,505 Bryan Hollow,South Andrew,California,58253,140.039724,-80.5225305
Brenda Mills,34,59952 Timothy Rest Suite 748,Kristenchester,California,92498,49.439017,-7.2606355
Timothy Rodriguez,41,62206 Mayo Throughway,Michaelhaven,Kansas,80467,-127.681497,70.085394
Ashley Wallace,53,74388 Bernard Creek Apt. 463,North Michael,New Jersey,31750,-64.074340,-26.6812765
Lisa Edwards,69,215 Harmon Radial,Hendersonside,Hawaii,67191,-67.732785,-48.948600
Regina Edwards,70,90107 Michelle Island Suite 206,Davidburgh,Iowa,08161,36.055755,-21.547110
Maxwell Smith,26,229 Michael Throughway,New Linda,West Virginia,40624,43.985648,68.0075265
Logan Barnes,42,8286 Gavin Trail Suite 386,Reedmouth,West Virginia,77244,-29.449456,-62.148144
Wesley Reese,80,13500 Joshua Cape Suite 402,New Jamie,South Dakota,32176,179.761801,52.058835
Mark Powers,62,62139 Chavez Village Apt. 742,West Shaneville,Hawaii,57669,-11.180276,-37.019222
Daniel Chavez,19,1056 Katherine Glens,West Sharonfort,Oregon,98411,-48.680151,-46.2513335
Carlos Frey,68,57865 Tony Trafficway,South Markfort,Arizona,13624,-48.232901,15.180752
Jennifer Holloway,22,8144 Eric Locks Suite 348,Milesview,Rhode Island,19447,-100.661005,69.738526
Cynthia West,68,389 Steve Wall,Port Brandon,Oregon,59340,-147.247847,-35.9710935
Erica Williams,74,5333 Michelle Shore,Edwardville,Indiana,72895,-25.151134,-52.8609285
Joshua Johnson,72,5057 Mills Harbor,Schmidthaven,Utah,92368,-86.205740,64.785279
Joseph Gross,27,426 Jessica Creek,Port Jacquelinehaven,Missouri,48541,-71.529309,-34.238185
Joshua Reilly,49,5822 Herrera Points Apt. 157,Chambershaven,Mississippi,99205,-69.395712,13.058181
Felicia Gonzales,40,53175 Allen Ridge,Jenkinston,Delaware,73553,97.877123,-5.4680275
Brett Jimenez,30,4514 Lee Lights Suite 609,Hammondtown,Texas,10983,-11.062537,53.007911
Ms. Margaret Baker MD,37,554 Jacobson Crossing Apt. 862,Taylorland,Illinois,93707,36.963817,-73.8558155
Cameron Valenzuela,53,3638 Lyons Points Apt. 547,Garciaview,Iowa,69990,157.455365,71.2029505
John Davis,53,2406 Wilson Manor,Marissashire,Washington,50528,122.116387,83.6066975
Oscar Hernandez,67,310 Ferrell Harbors,East Fredburgh,Hawaii,83810,-84.256318,-23.2534355
Douglas Costa,75,7816 Jennifer Valleys,Isaacmouth,Illinois,07471,60.578092,27.6931015
David Allen,73,688 Martin Ports,Jasonfort,Wyoming,64585,65.379053,4.524681
Rebecca Thornton,40,51959 David Hills Apt. 378,North Lauren,Montana,13830,169.362762,31.382945
Carly Scott,74,54145 Hamilton Court,Josephchester,Rhode Island,77353,-45.270363,-87.5344475
Jonathan Jarvis,56,6406 Smith Station,East Catherine,New Mexico,93921,-166.612654,9.5131735
Ann Stone,69,7250 Vang Field Suite 656,Thorntonmouth,Vermont,86327,175.463717,31.9488925
Jason Gardner,26,4738 Turner Inlet,Lake Stephen,Florida,76868,134.543070,-35.670988
Henry Wilson,77,42692 Sutton Fall Suite 299,South Jonathonfurt,Oregon,97186,57.302046,-16.1769295
Francisco Greer,37,075 Claire Fords Apt. 481,Wrightland,Massachusetts,62560,-148.938086,21.616499
Christopher Lee,64,72441 Davis Curve,Daltonville,South Dakota,19232,-18.338874,-18.768061
Jennifer Johnson,53,786 Sara Creek,North Andresburgh,Connecticut,26626,-137.245135,-58.1992715
Jennifer Cunningham,18,319 Burns Dam Suite 394,Lake Ashley,Wyoming,43744,80.427538,10.129857
Thomas Chapman,22,00211 Jonathan Grove,Loweryview,Nebraska,28869,-107.684328,-82.585993
Jennifer Adams,52,6026 Williams Ford,Taylorchester,Hawaii,23187,-128.208764,-51.5413525
Jennifer Smith,34,0776 Jeremy Springs,Port Nicole,Texas,11303,105.460781,78.4544745
Christopher Oconnor,72,29002 Gonzales Rapids Apt. 386,North Bradley,Montana,04444,30.816070,20.351760
Lindsay Bryant,20,71672 George Club Apt. 212,Amandashire,Tennessee,07646,129.117278,-54.695081
Joshua Parker,50,53278 Thompson Street,West Danielhaven,Indiana,02685,137.722094,36.233780
Lauren Whitney,53,9175 Cindy Parkways,West Aaronview,Minnesota,01041,-141.380629,-23.9352355
Sandra Meyers,79,40289 Kenneth Parkways,Tannerview,Alaska,85597,-86.064472,52.6449985
Lance Potter,49,436 Mathews Overpass Apt. 623,Kevinborough,Nevada,94365,-87.037515,26.0120805
Xavier Mata,33,605 Montgomery Row,West Allisonton,Louisiana,30027,-75.228721,-61.008999
Dennis Norris,48,6420 Clark Course Apt. 160,North Jason,New Jersey,48288,167.666442,-11.1738205
Bradley Kennedy,33,877 Manuel Point,New Scott,New Mexico,27726,117.473499,-34.983032
Matthew Strong,44,1142 Nicole Ville,Aprilfurt,Delaware,66099,162.170652,34.872855
Tanya Dominguez,75,9114 Schroeder Causeway Suite 108,Rebeccaland,Virginia,94605,-18.536177,-3.6050445
Brett King,74,3325 Michael Haven,Cynthiaview,Hawaii,38083,-17.143378,46.593517
Jeffrey Hendricks,53,185 Berger Canyon Suite 058,Fryeland,Wisconsin,72396,151.717991,-67.145047
Brandi Murphy,30,05892 Jose Keys Suite 451,North Patricia,Vermont,91745,4.431075,13.817419
Jacob Tanner,34,654 Daniel Ridge Suite 413,North Alexistown,Rhode Island,33201,133.720559,-38.9091585
Justin Hicks,40,0484 Cooper Lane,Hobbsmouth,Oregon,39052,-74.990399,-68.253537
Morgan Schneider,27,94825 Rhonda Estates,Lawrencemouth,South Carolina,93618,-138.911573,40.053619
Joseph Simmons,23,8038 Garcia Trail Suite 386,Adamville,Massachusetts,21522,-0.651192,53.9452925
Angelica Castillo,48,709 Rebecca Mall Suite 333,Turnerland,New York,91086,-23.277338,-82.7789165
Jeffrey Davis,78,4423 Ortiz Highway,Laurenchester,Texas,75751,-154.628343,-74.0203545
Andrea James,21,5702 Eric Avenue Suite 917,South Amyville,New Hampshire,11326,55.382192,46.683876
Suzanne Mitchell,27,50180 Ho Hills Suite 306,Deanshire,West Virginia,05035,58.366450,-10.291789
Brian Martin,41,094 Timothy Islands Apt. 360,North Richardhaven,Minnesota,43957,165.399048,78.309989
Margaret Galvan,26,377 Evans Lights Apt. 693,New Amberville,Tennessee,24322,-62.254837,33.180205
Kendra Nielsen,56,32141 Powell Bypass,Amyview,Idaho,60587,-40.016865,58.819289
Lawrence Molina,64,8461 Kyle Causeway,Wheelerstad,Tennessee,58251,43.801460,10.3726805
Sarah Robbins,38,8578 Wolfe Stream,Simpsonburgh,Alaska,06758,102.405176,-5.4835125
Debra Thompson,67,76382 James Station,Davidport,Virginia,35225,-107.521675,7.996926
Margaret Smith,50,079 Monica Causeway Suite 832,Port Joshua,Idaho,64064,-67.678338,0.686284
Mark May,47,1632 Edwards Grove,Port Amymouth,Georgia,67504,151.649261,-10.422536
Devin Callahan,38,205 Mary Harbors,Christophertown,Maine,89475,-9.475895,4.4338535
Becky Cooper,70,4629 Emily Rapids,Williamsonfort,Nebraska,04565,145.918102,21.6393955
Elizabeth Bird PhD,47,42345 Mueller Knoll Apt. 174,Ruizfort,Maine,23296,-171.401860,9.0929035
Kimberly Ramirez MD,72,776 Pamela Radial,East Luisborough,South Carolina,80642,-79.384685,77.3306665
Jacob Fowler,63,9390 Nancy Ford Suite 530,North Matthew,Ohio,58094,-169.743701,-8.389693
David Ramirez,27,8888 Jordan Junctions Suite 021,Jonathonside,Indiana,95688,-111.384802,33.488885
Keith Santos,40,20239 Lindsey Plain,Port Juanview,Alabama,26192,-157.223491,67.1819625
Nancy Cruz,60,69251 Golden View,Rossside,Delaware,45890,178.534370,20.255860
Angela Lewis,66,21038 Michelle Forge Suite 590,East Andrew,West Virginia,50396,92.686890,16.7235645
William Trujillo,53,25681 Bond Ways,East Javier,Alabama,92526,44.719698,-88.250474
Joshua Li,23,87155 Steven Plaza Suite 301,West Kyle,California,44302,-141.290395,60.632339
Donald Reese,28,465 Austin Lodge Suite 484,Elizabethview,Minnesota,82393,-38.609065,-89.410400
Tara Burns,27,9042 Allen Rapids Apt. 625,West Lisa,Tennessee,42812,153.423470,73.2299245
Aaron Parker,25,897 Sullivan Keys,West Megan,Montana,41517,-95.886665,36.850444
Leslie Mueller,68,04180 Clark Forest,Phillipside,Wyoming,31349,-18.690124,15.668258
Lori Navarro,61,43873 Olivia Landing,Susanport,Illinois,25481,86.906833,-6.2756205
Michael Griffin,62,601 Judy Road Apt. 233,Montoyafort,Alaska,15548,84.812471,66.466929
Jennifer Brown,21,4323 Evans Cliff,Christinechester,South Carolina,10299,111.480453,50.8937625
Jamie Anderson,44,252 Cantu Well,East Stevenchester,Michigan,15216,50.579355,3.821498
Aaron Hunter,39,3818 Kennedy Motorway Apt. 838,West Heatherstad,North Carolina,66266,-44.246201,-1.1981605
Barry Martin,61,96256 Cooper Hills,West Taylormouth,Oregon,19398,163.701089,75.7769175
James Compton,79,9079 Davidson Camp Apt. 636,Jeffreyhaven,Alabama,88902,-165.551728,-67.1222885
Travis Adams,80,02282 Samantha Villages Suite 017,New Eric,Colorado,61327,149.904855,-70.132018
Jonathan Avila,19,1120 Bruce Meadow,Marktown,Oregon,79735,-27.218968,69.3470885
Steven Owens MD,33,81476 Gallagher Harbor,Huntborough,Illinois,31850,49.940158,-37.758220
Sophia Rogers,45,70165 Garcia Pass Apt. 658,North Heiditown,Idaho,55808,11.982318,40.4699135
Nancy Brown,21,343 Antonio Park,Lake Jamesport,Pennsylvania,56229,-51.334321,70.948940
Shelley Williams,77,110 Mann Pass Apt. 598,Brendahaven,Massachusetts,03164,69.966320,70.520618
Kathy Collins,42,23878 Joseph Spring Suite 703,Robinsonchester,Massachusetts,02000,-129.570507,-89.873209
Jesse Ferrell MD,24,7114 Julian Island Apt. 386,Thompsonburgh,Hawaii,29926,-81.501391,-52.1857105
Taylor Jones,79,069 Goodman Mountain Apt. 966,New Christopher,Massachusetts,61914,72.123997,16.215811
Anthony Weber,39,27648 Barnett Port Apt. 906,Lake Kevinview,New Hampshire,53466,-56.889824,-50.252170
Johnny Tanner DDS,59,9274 Danny Forges,Meyerfurt,Kansas,70490,-103.079755,-17.7185595
Debbie Welch,38,2877 Guzman Trail,Coxview,California,52228,-134.308126,12.120563
Natalie Gonzales,75,1493 April Camp Suite 233,West Sharon,Delaware,06214,-3.047451,-33.586415
Savannah Gomez,27,585 Ronald Isle,Davidville,Oklahoma,93969,-97.948403,78.536625
Mary Smith,49,18823 Jessica Island,Riveramouth,Alaska,92614,-143.728560,83.9977445
Angel Nelson,37,62333 Caldwell Drives,Joseburgh,Washington,68524,60.489221,65.3432845
Julie Bell,24,892 Edward Square,Princeville,Iowa,60842,-143.175057,-54.9700315
Robyn Jarvis DVM,25,1848 Eric Row Suite 840,West Oliviashire,Colorado,05416,-49.418973,35.7821375
Angelica Martinez,47,8934 Christy Cliff Suite 973,Harrisside,Washington,27718,53.763168,-18.751462
Lori Jenkins,44,305 Veronica Corner Apt. 061,West Williamfort,New Mexico,88353,-170.273411,-19.3995015
Shannon Foster,33,6673 Christina Landing,Tonyshire,Idaho,25197,-124.933797,-48.950446
Ruben Bell,61,128 Griffith Circle,Lewischester,Florida,43224,-78.628608,-37.292606
Jessica Fox,75,092 Barry Fords Apt. 083,West Robert,South Dakota,73800,148.735352,-66.963682
George Castillo,50,6729 Brown Park Suite 033,West Eugeneport,Pennsylvania,89557,8.025451,-53.4705415
Ruben Gordon,25,48418 Traci Junction,Joshuaburgh,Louisiana,81611,168.154434,77.497452
Mike Alvarez,20,00263 Mitchell Square Suite 795,Amandaborough,New Jersey,36255,111.863590,-11.700768
Brittany Anderson,24,99198 Mills Meadows,Taylorchester,Oklahoma,43171,176.254793,74.142419
Isaac Solomon,65,175 Leblanc Lights,East Oscarstad,Tennessee,27933,139.322973,81.3789885
Erica Stevens,73,5163 Rodriguez Drives,Barbaraside,Alaska,48029,128.277048,5.204920
Olivia Fernandez,65,125 Ann Ramp Apt. 276,Caseystad,Oklahoma,57218,-69.145973,-71.8021825
Robert Finley,45,74292 Miller Dam Suite 474,Morganchester,New Jersey,49882,120.847820,-75.033440
Russell Vaughn,30,548 Bobby Stravenue,Mosestown,Hawaii,33346,-0.818380,87.292184
Samantha Castro,64,50431 Mason Brook Apt. 137,South Michele,Virginia,91724,163.968932,83.860289
Christopher Martinez,45,848 Friedman Motorway,Terryborough,Nebraska,98652,-122.949539,-75.5330215
Tammy Snow,20,72011 Scott Haven Suite 691,Weissbury,Florida,35989,85.604781,89.785971
Jeffrey Delgado,44,4736 Katherine Center,South Keith,Pennsylvania,47796,86.610687,36.1446985
Marcia Oneal,45,168 May Oval,Lake Karen,Washington,95416,-50.564322,20.390436
Miranda Leon,24,88551 Dana Points Apt. 782,Emilytown,Maine,83656,-119.030980,-46.6142475
Elizabeth Boyd,49,05496 Daniel Inlet Apt. 735,Lake Jenniferstad,Louisiana,76614,-11.561969,1.384252
Terri Rodriguez,27,2033 Bowen Fort,Warnertown,Indiana,09394,-124.394462,-24.6351915
Jennifer Hartman,37,5515 Martinez Bridge Suite 822,Bakerview,North Dakota,56594,-108.651952,-2.9897975
Jamie Perry,36,37255 Ruiz Ports,South Garrett,Montana,12557,78.626895,51.376578
Michael Henry,56,591 Mark Greens Apt. 716,Ashleyville,Vermont,30902,-165.844566,44.4543505
Linda Jones,68,311 Palmer Pass Apt. 292,Port Jessicaberg,Oklahoma,08779,64.242980,16.155642
Adam Jones,44,1304 Nicole Plain,Pruittfurt,Virginia,11533,-121.688144,35.137627
Amber Mullins,46,926 Thomas Valley Suite 296,East Pamelaburgh,Nevada,59144,-30.226785,21.7082995
Kimberly Kim,21,5985 Blake Meadows,Port Stephaniebury,Michigan,35377,56.178571,-78.097185
Melissa Bryant,56,08693 Davenport Way Apt. 061,East Marialand,Florida,57776,-76.471260,28.577958
Mrs. Suzanne Phillips DDS,63,11417 Donna Groves Apt. 893,North Amandachester,South Carolina,69380,-87.102246,-82.3739055
Nancy Callahan,39,35526 Thompson Common Apt. 415,Lake Angieville,South Carolina,34460,52.074716,-52.1805465
Nicholas Gonzalez,47,28823 Padilla Locks,Leebury,Ohio,05000,100.399627,-7.5108865
Matthew Escobar,27,813 Jason Street Suite 302,South Johnville,Virginia,79738,-46.941832,-8.078769
Laura Frank,46,8639 Glen Fort Suite 616,Lawrencestad,Mississippi,99078,59.317831,-5.3359875
Samuel Parrish,60,53255 Miller Rapids,North Jenniferton,South Dakota,73452,36.736552,-45.851177
Sharon Woods,80,6220 Adkins Roads,Simpsonville,Alabama,60443,52.094899,58.368039
Linda Stafford,49,831 Rodgers Rapids,Torresport,Maryland,47731,71.595849,-1.825576
Karen Pierce,59,02598 Franklin Crescent Suite 990,New Mary,California,74478,-18.350339,-33.1209925
Katherine Washington,52,763 Davis Point Apt. 516,East Steven,Texas,04431,77.400055,-87.3369635
Erin Warren,42,9051 Anna Brook Apt. 555,Port Kimberly,Alabama,85133,122.078359,-34.267052
Luis King,21,132 Keith Corner Apt. 868,Christineburgh,Arkansas,23416,-133.560363,-53.2281845
Mark Gutierrez DDS,79,087 Francisco Wells,South Lisaside,Alabama,75549,-101.629074,-31.1951415
Sabrina Strong,48,1557 Amanda Valleys,West Shelleyview,South Dakota,34620,27.664173,-42.1580885
Alison Allen,22,682 Wong Underpass Suite 467,Johnport,Louisiana,82851,-153.570112,-69.927535
Amber Hamilton,67,701 Rangel Inlet,Coltonport,Rhode Island,11558,71.937853,-70.328538
Trevor Anderson,49,5719 Christensen Brook,Tranbury,Wisconsin,93702,161.135097,16.542930
Raymond Taylor,44,38110 Hendricks Drive Suite 019,New Benjaminborough,Pennsylvania,51409,42.572385,-15.860066
John Porter,31,624 Cassandra Falls,Lake Christine,Idaho,76160,-49.590780,16.0693625
Jennifer Anderson,33,31568 Navarro Harbor Apt. 810,Thomasview,Alaska,01130,115.199525,42.0661545
Wendy Blevins,52,09776 Christopher Fall Apt. 177,Wesleyland,Alaska,83962,-144.710783,-1.1754775
Warren Rhodes,67,06367 Nicole Ports,Rebeccahaven,Iowa,11535,-41.851521,73.8874795
Betty Owens,31,86894 Boyd Path Suite 247,Port Wesleybury,Texas,81436,36.243448,15.417829
Dr. Eric Sims MD,23,7418 John Squares Apt. 097,East Laura,Mississippi,91546,127.066468,-68.398945
Mr. David Donovan,66,7721 Horn Well,New Jasonborough,Vermont,82601,161.270676,86.0610125
Michael Stewart,49,6763 Butler Mews,Brendatown,Delaware,98369,-95.035469,73.050613
Jennifer Davis,29,33344 Sullivan Row Apt. 449,Jonathanburgh,Kentucky,59197,-56.590998,-32.356012
April Tanner,51,435 Shawna Trail Apt. 199,Clarkville,Vermont,45064,-76.156992,10.821792
Michael Sanders,63,522 David Gateway Apt. 595,Shahville,Arizona,17003,160.600599,-50.342414
Adam Mccullough,27,6263 Brooks Lodge Suite 292,Port Paul,New Mexico,87487,147.723776,-39.8096945
Brenda Patterson,47,1803 Smith Rapids,Jimfort,Virginia,86463,-143.808993,-38.4520245
Mary Lee,36,17671 Tara Inlet Apt. 088,Victoriaside,Florida,89853,-148.501609,-16.638362
Tara Stephens,69,0537 Mary Road,Marthamouth,Maine,07857,-42.495853,-58.7463515
Joshua Juarez,65,65564 Phillips Via Apt. 848,Phillipshire,Ohio,07951,-109.062954,-87.5723235
Julie Mccoy,68,6817 Stephen Cove Suite 167,Port Ashley,Maryland,44084,-84.788847,-54.522418
Holly Garner,59,168 Erin Dale,Salasmouth,Wisconsin,16945,97.929286,-38.921955
Elizabeth Scott,44,165 Ruth Field Apt. 973,North Todd,Connecticut,19994,-44.002487,75.1681415
Anna Hubbard,64,352 Kimberly Highway,South Austin,Vermont,01859,-6.466901,-23.9124065
Christopher Rivas,27,261 Kristin Village Suite 574,Johnsontown,Missouri,52033,97.177775,-52.6703295
Rodney Douglas,33,377 Victoria Crescent Apt. 141,North Danielle,Louisiana,01916,-165.445837,54.392893
Ashley Grant,65,554 Horne Roads Apt. 498,New Michelleburgh,Tennessee,70392,18.859007,61.6705965
Gregory Grant,42,432 Ramos Point Apt. 548,Port Christinastad,Tennessee,53950,44.668875,88.3465545
Briana Melton,55,26345 Nicole Fords Suite 986,Port Laura,Delaware,49126,7.367196,-25.4071965
Jennifer Gallegos,46,320 Shannon Station Apt. 850,Davisport,Alaska,26375,-99.068097,-56.175057
Bridget Rivera,69,6292 Derek Ferry,Tuckermouth,Connecticut,55362,41.745573,70.8521275
Ana Rosales,50,518 Miranda Manors,Michaelshire,Tennessee,54244,-158.452476,75.544351
Sharon Smith,24,1445 Wagner Cliffs Apt. 821,West Jimburgh,Colorado,20839,2.886202,31.906206
Dustin Kramer,19,5776 Jack Vista,West Laura,South Dakota,77196,125.331911,60.3890495
Tara Sanchez,48,751 Gregory Station,Lake Julie,Oregon,35470,111.639614,37.274200
Tara Miles,80,725 Mike Walk,Port Michaelstad,Tennessee,76918,-175.841187,-19.329409
Jean Kent,49,92009 Brittney Spring,Port Alexander,Vermont,14267,68.791688,-4.267971
Ronald Price,74,497 Mary Stream,North Margaret,Arizona,18794,169.509017,78.4288385
Dominic Smith,35,727 Palmer Avenue Suite 651,West Tammy,Idaho,06158,92.606391,79.1613185
Andrea Walker,32,067 Lisa Canyon,Lake Jason,North Carolina,63687,20.944920,10.3604355
Kelly James,53,5365 Christine Mountain Suite 197,Lake Shawnburgh,Idaho,88544,62.612509,31.7934685
Evelyn George,38,4942 Jason Ville,Port Ian,South Carolina,31385,15.896533,-43.896097
Laura Miller,65,4162 Michelle Highway Apt. 286,Jacksonbury,Alabama,05967,90.393033,44.895074
Lisa Mcintyre,32,06858 Rivas Place Suite 605,Rodgersmouth,Ohio,81071,24.054444,-46.0133195
Richard Morrison,21,52395 Kathryn Stravenue,Caldwellstad,Oregon,73862,23.447617,45.340329
Tanya Bartlett,70,9006 Hunter Locks Apt. 888,Port Darlenefort,New York,08402,-63.229693,-83.087561
Kevin Davis,37,6305 Mark Road Apt. 711,Garciashire,Hawaii,73501,101.140620,-68.9866705
Sara Donaldson,43,769 Julie Neck,Jimport,Alaska,84911,102.927026,40.797113
Kimberly Scott,42,845 Shannon Street Suite 774,Claystad,North Dakota,69493,177.990591,-20.3470095
Patricia Larsen,25,19951 Hannah Forest Apt. 362,West Jesseberg,Missouri,89701,121.618020,-61.1638465
Robert Bailey,60,3736 Daniel Mountains,North Ricardo,Alaska,63798,175.690377,1.8934135
Jonathan Freeman,20,3971 Joshua Cliff,Martinezmouth,Kansas,90010,-0.116852,56.9933875
Derek Duke,64,9626 Savannah Knolls Apt. 954,Jasonmouth,Louisiana,22990,-123.347922,-38.440123
Danielle Miller,78,754 Jones Harbor,Paulbury,Maryland,23113,-27.615324,74.0243345
Jared Price,43,32856 Frank Crescent Apt. 666,New Yvonne,Tennessee,03646,-46.269005,-36.2969205
Christine Davis,52,473 Douglas Course,Chadside,Delaware,94853,89.441503,-6.8960545
Thomas Brooks,31,72898 Debbie Extensions,Masonberg,Tennessee,26385,-166.303359,-52.166145
Gregory Chavez,50,1184 Theresa Turnpike,South Melissa,South Dakota,36890,-134.504059,-8.548136
